tissue,variant,editing_level,score
Artery,baseline,1.07816711590296,0.09092535823583603
Artery,baseline,1.3262599469496,0.3961392343044281
Artery,baseline,1.29533678756477,0.18548259139060974
Artery,baseline,6.08465608465609,0.125155508518219
Artery,baseline,7.19602977667494,0.2167571634054184
Artery,baseline,1.74129353233831,0.22671572864055634
Artery,baseline,1.00250626566416,0.13769590854644775
Artery,baseline,1.00755667506297,0.3571264147758484
Artery,baseline,2.47933884297521,0.8443514704704285
Artery,baseline,3.6036036036036,0.8910991549491882
Artery,baseline,2.49221183800623,0.9708242416381836
Artery,baseline,6.7741935483871,0.1472426950931549
Artery,baseline,1.12359550561798,0.07435110211372375
Artery,baseline,9.32475884244373,0.4796951711177826
Artery,baseline,13.4615384615385,0.7378981113433838
Artery,baseline,3.90625,0.8623486161231995
Artery,baseline,1.92307692307692,0.8436747789382935
Artery,baseline,5.0,0.6200788617134094
Artery,baseline,1.2853470437018,0.03171831741929054
Artery,baseline,4.89130434782609,0.1724863499403
Artery,baseline,1.11607142857143,0.2954622507095337
Artery,baseline,1.00250626566416,0.5322442054748535
Artery,baseline,3.72670807453416,0.04756725952029228
Artery,baseline,5.45454545454545,0.6451109051704407
Artery,baseline,4.09711684370258,0.6734191179275513
Artery,baseline,6.19946091644205,0.7156146168708801
Artery,baseline,12.7988748241913,0.8571327924728394
Artery,baseline,10.4046242774566,0.9587385058403015
Artery,baseline,5.93220338983051,0.9177022576332092
Artery,baseline,6.02706027060271,0.760443389415741
Artery,baseline,2.46913580246914,0.4413144886493683
Artery,baseline,8.74604847207587,0.6017503142356873
Artery,baseline,1.13052415210689,0.4555347263813019
Artery,baseline,2.11640211640212,0.5835696458816528
Artery,baseline,1.6052880075543,0.22306445240974426
Artery,baseline,1.24792013311148,0.03830508142709732
Artery,baseline,7.35873850197109,0.6930320262908936
Artery,baseline,1.59883720930233,0.17338857054710388
Artery,baseline,2.61941448382126,0.9441680312156677
Artery,baseline,2.54777070063694,0.9226555228233337
Artery,baseline,11.8022328548644,0.8907905220985413
Artery,baseline,2.69814502529511,0.024646468460559845
Artery,baseline,13.8747884940778,0.5190945863723755
Artery,baseline,2.6865671641791,0.6387401223182678
Artery,baseline,2.48901903367496,0.4354126453399658
Artery,baseline,11.1940298507463,0.4521937966346741
Artery,baseline,5.48961424332344,0.44125714898109436
Artery,baseline,4.06015037593985,0.4411862790584564
Artery,baseline,3.6697247706422,0.46502766013145447
Artery,baseline,4.08472012102874,0.6096352338790894
Artery,baseline,6.89655172413793,0.8099523782730103
Artery,baseline,6.70611439842209,0.12164316326379776
Artery,baseline,3.52941176470588,0.36313843727111816
Artery,baseline,4.81171548117155,0.14164352416992188
Artery,baseline,10.9704641350211,0.8204110860824585
Artery,baseline,6.25,0.554328441619873
Artery,baseline,3.54609929078014,0.8915122747421265
Artery,baseline,4.05982905982906,0.8050443530082703
Artery,baseline,1.86480186480186,0.7455077171325684
Artery,baseline,2.35294117647059,0.006613290403038263
Artery,baseline,1.45454545454545,0.8457506895065308
Artery,baseline,8.60495436766623,0.0072582378052175045
Artery,baseline,2.77392510402219,0.017057545483112335
Artery,baseline,1.68612191958495,0.04363159090280533
Artery,baseline,5.91397849462366,0.9444756507873535
Artery,baseline,4.06607369758577,0.8303624391555786
Artery,baseline,1.51057401812689,0.54360431432724
Artery,baseline,8.60832137733142,0.8361120223999023
Artery,baseline,1.83639398998331,0.7285593748092651
Artery,baseline,4.94233937397035,0.8225368857383728
Artery,baseline,2.85204991087344,0.08572323620319366
Artery,baseline,10.5691056910569,0.8187752366065979
Artery,baseline,2.92504570383912,0.7159910798072815
Artery,baseline,9.74025974025974,0.17860223352909088
Artery,baseline,5.93047034764826,0.31631723046302795
Artery,baseline,2.88808664259928,0.5570037364959717
Artery,baseline,14.453781512605,0.9377984404563904
Artery,baseline,7.95660036166365,0.09433164447546005
Artery,baseline,1.59680638722555,0.09913976490497589
Artery,baseline,3.64842454394693,0.2956668436527252
Artery,baseline,9.33333333333333,0.744393527507782
Artery,baseline,12.3847167325428,0.4910225570201874
Artery,baseline,1.59574468085106,0.05619610846042633
Artery,baseline,8.83864337101747,0.6573304533958435
Artery,baseline,14.2342342342342,0.4326413571834564
Artery,baseline,2.35223160434258,0.1175539568066597
Artery,baseline,2.26557583385777,0.8895472288131714
Artery,baseline,2.7831715210356,0.8569074273109436
Artery,baseline,3.42897130860742,0.8407228589057922
Artery,baseline,4.63378176382661,0.39065274596214294
Artery,baseline,1.08205590622182,0.3923954665660858
Artery,baseline,3.6101083032491,0.44885414838790894
Artery,baseline,3.84615384615385,0.019590003415942192
Artery,baseline,1.1378002528445,0.005899460520595312
Artery,baseline,1.40679953106682,0.5402941107749939
Artery,baseline,12.4121779859485,0.6763952374458313
Artery,baseline,1.81043663471779,0.844333827495575
Artery,baseline,12.5806451612903,0.9292908310890198
Artery,baseline,10.0422832980973,0.47818106412887573
Artery,baseline,3.93873085339169,0.2209809422492981
Artery,baseline,14.9577804583836,0.933104932308197
Artery,baseline,6.28717077315208,0.8313280344009399
Artery,baseline,1.11876075731497,0.5673527121543884
Artery,baseline,1.79180887372014,0.1925659477710724
Artery,baseline,1.53985507246377,0.1331392228603363
Artery,baseline,3.40073529411765,0.763701856136322
Artery,baseline,3.89363722697056,0.7511712908744812
Artery,baseline,4.71698113207547,0.9173921346664429
Artery,baseline,2.1551724137931,0.861120343208313
Artery,baseline,5.38302277432712,0.15545214712619781
Artery,baseline,1.19760479041916,0.5936997532844543
Artery,baseline,2.20858895705521,0.09623556584119797
Artery,baseline,10.4722792607803,0.6108195781707764
Artery,baseline,2.54335260115607,0.034246526658535004
Artery,baseline,4.19354838709677,0.2680011987686157
Artery,baseline,14.0712945590994,0.8112379312515259
Artery,baseline,4.96524329692155,0.7492513060569763
Artery,baseline,2.77777777777778,0.003185979789122939
Artery,baseline,1.73913043478261,0.09775865077972412
Artery,baseline,1.57367668097282,0.3382793068885803
Artery,baseline,1.12,0.2328164130449295
Artery,baseline,2.5974025974026,0.9010273814201355
Artery,baseline,2.50544662309368,0.2767230272293091
Artery,baseline,5.88744588744589,0.641699492931366
Artery,baseline,2.47116968698517,0.21050968766212463
Artery,baseline,2.68714011516315,0.5027993321418762
Artery,baseline,9.52380952380952,0.8402093648910522
Artery,baseline,4.52616690240453,0.7738075256347656
Artery,baseline,2.02360876897133,0.4382605254650116
Artery,baseline,10.1364522417154,0.31164583563804626
Artery,baseline,13.4387351778656,0.7499175667762756
Artery,baseline,9.42028985507246,0.778971254825592
Artery,baseline,2.88184438040346,0.3718551993370056
Artery,baseline,5.0,0.129125714302063
Artery,baseline,13.692480359147,0.7611594200134277
Artery,baseline,2.91627469426152,0.2761056125164032
Artery,baseline,1.55642023346304,0.018585801124572754
Artery,baseline,11.6431924882629,0.20023775100708008
Artery,baseline,1.56985871271586,0.29721689224243164
Artery,baseline,1.18845500848896,0.1589561402797699
Artery,baseline,1.94552529182879,0.3235943019390106
Artery,baseline,14.3344709897611,0.4979152977466583
Artery,baseline,2.47933884297521,0.14308878779411316
Artery,baseline,6.69975186104218,0.377436101436615
Artery,baseline,11.4143920595534,0.8140778541564941
Artery,baseline,7.54716981132076,0.1559073030948639
Artery,baseline,1.37795275590551,0.2862233519554138
Artery,baseline,7.93319415448852,0.5285409688949585
Artery,baseline,10.8163265306122,0.9622508883476257
Artery,baseline,7.02402957486137,0.9164062738418579
Artery,baseline,6.06585788561525,0.8869607448577881
Artery,baseline,8.11287477954145,0.9118480086326599
Artery,baseline,6.18556701030928,0.6954569220542908
Artery,baseline,4.81927710843374,0.7622349262237549
Artery,baseline,5.56521739130435,0.7407910227775574
Artery,baseline,11.3902847571189,0.9367702603340149
Artery,baseline,1.95758564437194,0.25513729453086853
Artery,baseline,12.1112929623568,0.8070215582847595
Artery,baseline,4.88599348534202,0.6722087264060974
Artery,baseline,5.55555555555556,0.8053056597709656
Artery,baseline,5.10204081632653,0.7514595985412598
Artery,baseline,11.62109375,0.6007688641548157
Artery,baseline,5.62613430127042,0.6811738014221191
Artery,baseline,6.48829431438127,0.7555515766143799
Artery,baseline,1.65542611894543,0.06996297091245651
Artery,baseline,4.69733656174334,0.4320244789123535
Artery,baseline,2.51911830859199,0.00661179656162858
Artery,baseline,7.698199923401,0.9789338111877441
Artery,baseline,1.3677811550152,0.472867488861084
Artery,baseline,4.80576692030437,0.8400564789772034
Artery,baseline,1.65361183637946,0.9487680792808533
Artery,baseline,1.66259168704157,0.09237996488809586
Artery,baseline,6.79933665008292,0.6889500617980957
Artery,baseline,1.02370689655172,0.1000622883439064
Artery,baseline,1.26953125,0.21120665967464447
Artery,baseline,1.39630390143737,0.4454481303691864
Artery,baseline,2.45614035087719,0.305886834859848
Artery,baseline,3.23076923076923,0.2503599524497986
Artery,baseline,3.12619138391155,0.21115462481975555
Artery,baseline,3.18740399385561,0.17893637716770172
Artery,baseline,1.61912104857363,0.15274298191070557
Artery,baseline,2.0400156924284,0.13057534396648407
Artery,baseline,1.1014948859166,0.11363043636083603
Artery,baseline,1.15216527612237,0.10003845393657684
Artery,baseline,1.32317562149158,0.07814418524503708
Artery,baseline,2.0990099009901,0.06628492474555969
Artery,baseline,6.63204155013983,0.07773168385028839
Artery,baseline,1.43522110162917,0.04107596352696419
Artery,baseline,4.06091370558376,0.3965260982513428
Artery,baseline,11.5793330890436,0.524145781993866
Artery,baseline,1.08420672208168,0.0633602887392044
Artery,baseline,10.6516853932584,0.18109457194805145
Artery,baseline,5.66272557560672,0.05588165298104286
Artery,baseline,1.6597510373444,0.13592810928821564
Artery,baseline,1.00671140939597,0.11639191955327988
Artery,baseline,11.2817089452603,0.07774481177330017
Artery,baseline,7.61085373924553,0.5748748779296875
Artery,baseline,4.37185929648241,0.8320806622505188
Artery,baseline,2.16450216450216,0.0539420023560524
Artery,baseline,1.18577075098814,0.23188959062099457
Artery,baseline,9.74188176519567,0.6173437833786011
Artery,baseline,1.32874015748032,0.5512372851371765
Artery,baseline,1.7636684303351,0.40027308464050293
Artery,baseline,3.83903792784459,0.1310586929321289
Artery,baseline,1.2546468401487,0.0425945483148098
Artery,baseline,5.97302504816956,0.29474207758903503
Artery,baseline,1.98058252427184,0.07951138913631439
Artery,baseline,4.18019480519481,0.005547267384827137
Artery,baseline,14.2793791574279,0.05963453650474548
Artery,baseline,6.11795774647887,0.06962667405605316
Artery,baseline,2.7363184079602,0.2984977960586548
Artery,baseline,3.98481973434535,0.9680914282798767
Artery,baseline,5.88235294117647,0.9336034655570984
Artery,baseline,1.10236220472441,0.007812857627868652
Artery,baseline,11.0552763819095,0.620505154132843
Artery,baseline,1.85185185185185,0.008770900778472424
Artery,baseline,1.93798449612403,0.08532876521348953
Artery,baseline,1.15163147792706,0.0528494194149971
Artery,baseline,5.31309297912714,0.921366274356842
Artery,baseline,8.14380044020543,0.5811395645141602
Artery,baseline,10.9036594473488,0.9043735265731812
Artery,baseline,3.33148250971682,0.6587263941764832
Artery,baseline,9.46372239747634,0.1012515053153038
Artery,baseline,1.55495978552279,0.11211162805557251
Artery,baseline,1.32262635805385,0.04061717912554741
Artery,baseline,2.73037542662116,0.8099959492683411
Artery,baseline,2.31371214698877,0.8219578862190247
Artery,baseline,1.82648401826484,0.7433963418006897
Artery,baseline,2.27920227920228,0.6655464768409729
Artery,baseline,6.0984060984061,0.5292502045631409
Artery,baseline,1.13333333333333,0.04091278836131096
Artery,baseline,5.94919786096257,0.8993471264839172
Artery,baseline,6.36900853578464,0.5868578553199768
Artery,baseline,3.65384615384615,0.2221144288778305
Artery,baseline,2.86259541984733,0.7238301038742065
Artery,baseline,6.90909090909091,0.7417275905609131
Artery,baseline,1.57434402332362,0.514305591583252
Artery,baseline,2.16476247745039,0.36073070764541626
Artery,baseline,3.37477797513322,0.272436261177063
Artery,baseline,1.50875075437538,0.2699863314628601
Artery,baseline,2.62411347517731,0.42466825246810913
Artery,baseline,5.82218725413061,0.546120822429657
Artery,baseline,6.46230323115162,0.6937617659568787
Artery,baseline,5.25451559934319,0.8230403065681458
Artery,baseline,8.90008396305626,0.9151925444602966
Artery,baseline,1.67106420404573,0.07488437741994858
Artery,baseline,4.53736654804271,0.8241437077522278
Artery,baseline,4.014272970562,0.7348752617835999
Artery,baseline,1.96998123827392,0.943660318851471
Artery,baseline,1.8308631211857,0.826328694820404
Artery,baseline,1.56168662155128,0.7539975643157959
Artery,baseline,2.3406374501992,0.1410040557384491
Artery,baseline,1.36239782016349,0.07859272509813309
Artery,baseline,1.14012504597278,0.5121925473213196
Artery,baseline,2.81293952180028,0.3856135308742523
Artery,baseline,4.52200303490137,0.5463409423828125
Artery,baseline,1.97208737864078,0.4448084533214569
Artery,baseline,2.01665935992986,0.5872478485107422
Artery,baseline,14.2922374429224,0.8573216795921326
Artery,baseline,6.85203574975174,0.7396740317344666
Artery,baseline,14.8257241040746,0.8942188620567322
Artery,baseline,9.69568294409059,0.8092503547668457
Artery,baseline,1.1864406779661,0.916129469871521
Artery,baseline,13.448275862069,0.9680666327476501
Artery,baseline,11.8279569892473,0.9823744893074036
Artery,baseline,4.7085201793722,0.6244134902954102
Artery,baseline,3.78071833648393,0.8175137042999268
Artery,baseline,4.07407407407407,0.44658491015434265
Artery,baseline,9.5519864750634,0.868317186832428
Artery,baseline,1.73267326732673,0.6457177996635437
Artery,baseline,2.29320229320229,0.4960721731185913
Artery,baseline,9.72972972972973,0.8914191126823425
Artery,baseline,1.16569525395504,0.10095307976007462
Artery,baseline,12.2912491649967,0.8361831903457642
Artery,baseline,1.27610208816705,0.056916654109954834
Artery,baseline,1.48305084745763,0.04758666083216667
Artery,baseline,3.02046118869763,0.49986782670021057
Artery,baseline,14.4050104384134,0.8696582913398743
Artery,baseline,5.42986425339367,0.7344852685928345
Artery,baseline,12.9464285714286,0.8342418670654297
Artery,baseline,2.5531914893617,0.8458142280578613
Artery,baseline,10.6299212598425,0.8103981018066406
Artery,baseline,10.0,0.8976535201072693
Artery,baseline,3.89105058365759,0.8122918605804443
Artery,baseline,9.84251968503937,0.5202578902244568
Artery,baseline,8.48056537102474,0.04420991986989975
Artery,baseline,10.6617647058824,0.6241750717163086
Artery,baseline,9.82456140350877,0.596219539642334
Artery,baseline,2.0979020979021,0.6514530181884766
Artery,baseline,3.03030303030303,0.7554379105567932
Artery,baseline,1.06761565836299,0.10519854724407196
Artery,baseline,1.52091254752852,0.786998987197876
Artery,baseline,1.68350168350168,0.0882147029042244
Artery,baseline,2.12014134275618,0.08150793612003326
Artery,baseline,2.7681660899654,0.07700233906507492
Artery,baseline,2.09059233449477,0.07641199231147766
Artery,baseline,5.09259259259259,0.485103964805603
Artery,baseline,1.15830115830116,0.4163699448108673
Artery,baseline,9.23076923076923,0.9048514366149902
Artery,baseline,4.16666666666667,0.12262050807476044
Artery,baseline,10.8910891089109,0.565217912197113
Artery,baseline,3.01003344481605,0.05371866747736931
Artery,baseline,11.7088607594937,0.8470504879951477
Artery,baseline,5.83554376657825,0.8159253001213074
Artery,baseline,1.90930787589499,0.14939694106578827
Artery,baseline,2.38095238095238,0.8453474044799805
Artery,baseline,1.48883374689826,0.7126517295837402
Artery,baseline,5.859375,0.6371778249740601
Artery,baseline,6.38297872340426,0.5884795188903809
Artery,baseline,1.22448979591837,0.4531605839729309
Artery,baseline,1.21951219512195,0.9584885239601135
Artery,baseline,3.39622641509434,0.9316972494125366
Artery,baseline,6.55737704918033,0.8328298330307007
Artery,baseline,6.77290836653387,0.8625417351722717
Artery,baseline,14.9606299212598,0.9627763628959656
Artery,baseline,1.27118644067797,0.030140554532408714
Artery,baseline,13.0,0.9579001069068909
Artery,baseline,10.7142857142857,0.9751352667808533
Artery,baseline,14.0495867768595,0.9211624264717102
Artery,baseline,1.3986013986014,0.8996081948280334
Artery,baseline,13.0434782608696,0.6285853385925293
Artery,baseline,5.55555555555556,0.5942120552062988
Artery,baseline,4.3956043956044,0.5990476012229919
Artery,baseline,2.04918032786885,0.7232533097267151
Artery,baseline,6.36363636363636,0.9437066912651062
Artery,baseline,1.96850393700787,0.12565121054649353
Artery,baseline,1.75438596491228,0.5982943773269653
Artery,baseline,3.89447236180905,0.9043545126914978
Artery,baseline,3.28697850821745,0.9014674425125122
Artery,baseline,1.03703703703704,0.5884658098220825
Artery,baseline,2.2140221402214,0.2375546544790268
Artery,baseline,13.5940409683426,0.838377058506012
Artery,baseline,1.80831826401447,0.07818511873483658
Artery,baseline,2.93577981651376,0.18334144353866577
Artery,baseline,4.10958904109589,0.1333344280719757
Artery,baseline,7.0446735395189,0.8056078553199768
Artery,baseline,13.4078212290503,0.8700252175331116
Artery,baseline,8.05008944543828,0.7284011244773865
Artery,baseline,1.364522417154,0.4941079616546631
Artery,baseline,3.37552742616034,0.49402502179145813
Artery,baseline,7.43099787685775,0.3245600759983063
Artery,baseline,4.88798370672098,0.26760926842689514
Artery,baseline,1.26582278481013,0.3003181517124176
Artery,baseline,1.24740124740125,0.39917540550231934
Artery,baseline,1.35135135135135,0.4364638030529022
Artery,baseline,4.06189555125725,0.7283859848976135
Artery,baseline,1.5180265654649,0.3979623317718506
Artery,baseline,2.39234449760766,0.5077677369117737
Artery,baseline,4.96083550913838,0.8168484568595886
Artery,baseline,3.22164948453608,0.8921412825584412
Artery,baseline,6.65873959571938,0.42875948548316956
Artery,baseline,7.98175598631699,0.8840222954750061
Artery,baseline,2.21948212083847,0.7317561507225037
Artery,baseline,5.86854460093897,0.7670955657958984
Artery,baseline,3.91061452513967,0.8799311518669128
Artery,baseline,10.0993377483444,0.36978408694267273
Artery,baseline,9.41385435168739,0.21334123611450195
Artery,baseline,2.67295597484277,0.342532217502594
Artery,baseline,1.07642626480086,0.23366978764533997
Artery,baseline,1.16402116402116,0.19935154914855957
Artery,baseline,1.82403433476395,0.14635513722896576
Artery,baseline,1.16896918172157,0.08695971965789795
Artery,baseline,1.20160213618158,0.004828505218029022
Artery,baseline,1.45089285714286,0.04729331657290459
Artery,baseline,1.21951219512195,0.021343553438782692
Artery,baseline,3.25581395348837,0.29889872670173645
Artery,baseline,4.61254612546126,0.5977935194969177
Artery,baseline,3.84024577572965,0.7708438038825989
Artery,baseline,9.66257668711656,0.9522902965545654
Artery,baseline,4.37405731523379,0.7812924981117249
Artery,baseline,5.56414219474498,0.9571401476860046
Artery,baseline,5.22388059701493,0.9736267328262329
Artery,baseline,1.50501672240803,0.5712329745292664
Artery,baseline,2.22222222222222,0.7039481997489929
Artery,baseline,2.04841713221601,0.30950048565864563
Artery,baseline,6.99432892249527,0.8662578463554382
Artery,baseline,2.62096774193548,0.11294045299291611
Artery,baseline,5.03731343283582,0.7966755032539368
Artery,baseline,2.59319286871961,0.07490772008895874
Artery,baseline,2.38805970149254,0.20231564342975616
Artery,baseline,1.27064803049555,0.48461735248565674
Artery,baseline,1.85449358059914,0.6412747502326965
Artery,baseline,2.19092331768388,0.043919481337070465
Artery,baseline,2.42914979757085,0.31383568048477173
Artery,baseline,7.71929824561404,0.739095151424408
Artery,baseline,3.90625,0.505331814289093
Artery,baseline,7.48031496062992,0.2522192895412445
Artery,baseline,1.4018691588785,0.820863664150238
Artery,baseline,7.30593607305936,0.5710778832435608
Artery,baseline,6.97674418604651,0.38825541734695435
Artery,baseline,6.15384615384615,0.5196570158004761
Artery,baseline,3.65853658536585,0.06579916179180145
Artery,baseline,2.42424242424242,0.10107088088989258
Artery,baseline,2.20994475138122,0.26209643483161926
Artery,baseline,10.4575163398693,0.5959739685058594
Artery,baseline,7.54716981132076,0.3660379946231842
Artery,baseline,11.4285714285714,0.7181493639945984
Artery,baseline,5.14285714285714,0.4060705304145813
Artery,baseline,3.86740331491713,0.39855480194091797
Artery,baseline,6.95187165775401,0.4787192940711975
Artery,baseline,4.34782608695652,0.5714820623397827
Artery,baseline,5.14285714285714,0.5109785795211792
Artery,baseline,8.18713450292398,0.5205568075180054
Artery,baseline,7.60233918128655,0.5978244543075562
Artery,baseline,5.0561797752809,0.6419668197631836
Artery,baseline,6.25,0.833311140537262
Artery,baseline,1.23456790123457,0.5792314410209656
Artery,baseline,9.82658959537572,0.847463846206665
Artery,baseline,5.69620253164557,0.09108228236436844
Artery,baseline,10.3658536585366,0.17219729721546173
Artery,baseline,12.4183006535948,0.876745879650116
Artery,baseline,2.17391304347826,0.023301882669329643
Artery,baseline,1.45985401459854,0.37467342615127563
Artery,baseline,7.19424460431655,0.920637309551239
Artery,baseline,1.36986301369863,0.038424890488386154
Artery,baseline,2.4390243902439,0.7344393134117126
Artery,baseline,3.7037037037037,0.303250253200531
Artery,baseline,2.5974025974026,0.01999841257929802
Artery,baseline,11.8012422360248,0.4034475088119507
Artery,baseline,5.45454545454545,0.15748517215251923
Artery,baseline,2.51572327044025,0.17586174607276917
Artery,baseline,1.25,0.11093815416097641
Artery,baseline,2.62008733624454,0.007087624166160822
Artery,baseline,2.18340611353712,0.0057013994082808495
Artery,baseline,2.9535864978903,0.0040475716814398766
Artery,baseline,2.1505376344086,0.2189822643995285
Artery,baseline,2.86885245901639,0.6622323989868164
Artery,baseline,1.21580547112462,0.8878539204597473
Artery,baseline,2.13414634146341,0.6149739027023315
Artery,baseline,7.89473684210526,0.9496564865112305
Artery,baseline,14.1935483870968,0.7443749308586121
Artery,baseline,11.1111111111111,0.9697524309158325
Artery,baseline,3.72881355932203,0.9469270706176758
Artery,baseline,13.1832797427653,0.9404821395874023
Artery,baseline,6.14334470989761,0.617266833782196
Artery,baseline,4.23452768729642,0.7394704818725586
Artery,baseline,5.37974683544304,0.634934663772583
Artery,baseline,4.40771349862259,0.6963498592376709
Artery,baseline,10.5105105105105,0.7477223873138428
Artery,baseline,2.73224043715847,0.8034623265266418
Artery,baseline,1.15207373271889,0.6281682848930359
Artery,baseline,10.1545253863135,0.9048260450363159
Artery,baseline,2.24215246636771,0.226126566529274
Artery,baseline,14.0926640926641,0.5854787230491638
Artery,baseline,4.60251046025105,0.1407063752412796
Artery,baseline,1.48514851485149,0.9006033539772034
Artery,baseline,12.417340191036,0.7655170559883118
Artery,baseline,5.80693815987934,0.8412157893180847
Artery,baseline,12.5445473984319,0.4506852924823761
Artery,baseline,9.10931174089069,0.48342639207839966
Artery,baseline,1.72155688622755,0.27079901099205017
Artery,baseline,11.8127786032689,0.08285444974899292
Artery,baseline,7.76186887716654,0.711294412612915
Artery,baseline,2.03283815480844,0.07605205476284027
Artery,baseline,1.69628432956381,0.5831928849220276
Artery,baseline,11.336032388664,0.7624621391296387
Artery,baseline,7.30207532667179,0.48100554943084717
Artery,baseline,8.33333333333333,0.6919417381286621
Artery,baseline,3.07929176289453,0.597003698348999
Artery,baseline,13.0013831258645,0.7826650142669678
Artery,baseline,2.37610319076714,0.47346368432044983
